timestamp,equity
1766935260000,10000.00
1766935440000,10000.00
1766935620000,10000.00
1766935800000,10000.00
1766935980000,10000.00
1766936160000,10000.00
1766936340000,10000.00
1766936520000,10000.00
1766936700000,10000.00
1766936880000,10000.00
1766937060000,10000.00
1766937240000,10000.00
1766937420000,10000.00
1766937600000,10000.00
1766937780000,10000.00
1766937960000,10000.00
1766938140000,10000.00
1766938320000,10000.00
1766938500000,10000.00
1766938680000,10000.00
1766938860000,10000.00
1766939040000,10000.00
1766939220000,10000.00
1766939400000,10000.00
1766939580000,10000.00
1766939760000,10000.00
1766939940000,10000.00
1766940120000,10000.00
1766940300000,10000.00
1766940480000,10000.00
1766940660000,10000.00
1766940840000,10000.00
1766941020000,10000.00
1766941200000,10000.00
1766941380000,10000.00
1766941560000,10000.00
1766941740000,10000.00
1766941920000,10000.00
1766942100000,10000.00
1766942280000,10000.00
1766942460000,9994.84
1766942640000,9993.79
1766942820000,9993.17
1766943000000,9989.72
1766943180000,9985.59
1766943360000,9986.22
1766943540000,9985.28
1766943720000,9985.28
1766943900000,9985.58
1766944080000,9983.87
1766944260000,9982.32
1766944440000,9975.69
1766944620000,9975.69
1766944800000,9975.69
1766944980000,9975.69
1766945160000,9975.69
1766945340000,9975.69
1766945520000,9975.69
1766945700000,9975.69
1766945880000,9975.69
1766946060000,9975.69
1766946240000,9975.69
1766946420000,9975.69
1766946600000,9975.69
1766946780000,9975.69
1766946960000,9975.69
1766947140000,9975.69
1766947320000,9975.69
1766947500000,9975.69
1766947680000,9975.69
1766947860000,9975.69
1766948040000,9975.69
1766948220000,9975.69
1766948400000,9975.69
1766948580000,9975.69
1766948760000,9975.69
1766948940000,9975.69
1766949120000,9975.69
1766949300000,9975.69
1766949480000,9975.69
1766949660000,9975.69
1766949840000,9975.69
1766950020000,9975.69
1766950200000,9975.69
1766950380000,9975.69
1766950560000,9975.69
1766950740000,9975.69
1766950920000,9975.69
1766951100000,9975.69
1766951280000,9975.69
1766951460000,9975.69
1766951640000,9975.69
1766951820000,9975.69
1766952000000,9975.69
1766952180000,9975.69
1766952360000,9975.69
1766952540000,9975.69
1766952720000,9975.69
1766952900000,9975.69
1766953080000,9975.69
1766953260000,9975.69
1766953440000,9975.69
1766953620000,9975.69
1766953800000,9975.69
1766953980000,9975.69
1766954160000,9975.69
1766954340000,9975.69
1766954520000,9975.69
1766954700000,9966.14
1766954880000,9973.93
1766955060000,9971.66
1766955240000,9962.69
1766955420000,9960.91
1766955600000,9958.21
1766955780000,9956.13
1766955960000,9954.02
1766956140000,9947.40
1766956320000,9947.40
1766956500000,9947.40
1766956680000,9947.40
1766956860000,9947.40
1766957040000,9947.40
1766957220000,9947.40
1766957400000,9947.40
1766957580000,9947.40
1766957760000,9947.40
1766957940000,9947.40
1766958120000,9947.40
1766958300000,9947.40
1766958480000,9947.40
1766958660000,9947.40
1766958840000,9938.97
1766959020000,9940.68
1766959200000,9940.13
1766959380000,9939.92
1766959560000,9938.85
1766959740000,9938.85
1766959920000,9933.82
1766960100000,9934.77
1766960280000,9934.89
1766960460000,9939.79
1766960640000,9940.07
1766960820000,9944.03
1766961000000,9942.77
1766961180000,9942.77
1766961360000,9944.64
1766961540000,9948.90
1766961720000,9948.08
1766961900000,9953.72
1766962080000,9973.72
1766962260000,9982.82
1766962440000,9978.77
1766962620000,9975.46
1766962800000,9967.20
1766962980000,9961.78
1766963160000,9956.68
1766963340000,9958.10
1766963520000,9953.10
1766963700000,9963.30
1766963880000,9963.17
1766964060000,9958.38
1766964240000,9955.67
1766964420000,9954.96
1766964600000,9954.11
1766964780000,9960.82
1766964960000,9962.21
1766965140000,9962.90
1766965320000,9965.01
1766965500000,9968.94
1766965680000,9975.78
1766965860000,9973.26
1766966040000,9975.84
1766966220000,9976.67
1766966400000,9969.72
1766966580000,9971.09
1766966760000,9977.37
1766966940000,9977.58
1766967120000,9974.70
1766967300000,9972.96
1766967480000,9969.57
1766967660000,9980.50
1766967840000,9979.50
1766968020000,9987.81
1766968200000,10003.76
1766968380000,10007.61
1766968560000,10003.83
1766968740000,10009.28
1766968920000,10006.05
1766969100000,10012.47
1766969280000,10014.37
1766969460000,10014.43
1766969640000,10014.40
1766969820000,10018.99
1766970000000,9999.16
1766970180000,9994.21
1766970360000,9993.54
1766970540000,9993.68
1766970720000,9993.64
1766970900000,9979.25
1766971080000,9990.03
1766971260000,9985.69
1766971440000,9987.34
1766971620000,9988.80
1766971800000,9982.16
1766971980000,9982.16
1766972160000,9982.16
1766972340000,9982.16
1766972520000,9982.16
1766972700000,9982.16
1766972880000,9975.67
1766973060000,9967.52
