timestamp,open,high,low,close,volume,symbol
1766936340000,2951.20000000,2952.00000000,2951.16000000,2951.97000000,19368.36800000,ETHUSDT
1766936520000,2951.99000000,2952.00000000,2950.97000000,2950.97000000,296.85800000,ETHUSDT
1766936700000,2951.99000000,2952.00000000,2950.88000000,2951.60000000,505.40300000,ETHUSDT
1766936880000,2951.99000000,2952.00000000,2951.26000000,2951.61000000,348.93100000,ETHUSDT
1766937060000,2951.61000000,2952.05000000,2948.38000000,2948.38000000,179156.47400000,ETHUSDT
1766937240000,2948.43000000,2948.51000000,2947.01000000,2947.79000000,83232.27800000,ETHUSDT
1766937420000,2947.79000000,2948.07000000,2947.01000000,2948.00000000,199.38400000,ETHUSDT
1766937600000,2947.60000000,2948.57000000,2946.83000000,2946.83000000,38309.22900000,ETHUSDT
1766937780000,2946.83000000,2948.53000000,2946.70000000,2948.53000000,27118.89000000,ETHUSDT
1766937960000,2948.53000000,2949.84000000,2948.14000000,2949.84000000,54182.24200000,ETHUSDT
1766938140000,2949.84000000,2949.89000000,2949.01000000,2949.01000000,3394.47000000,ETHUSDT
1766938320000,2949.01000000,2949.89000000,2948.22000000,2949.17000000,191.57500000,ETHUSDT
1766938500000,2949.17000000,2950.60000000,2949.17000000,2950.60000000,86689.68100000,ETHUSDT
1766938680000,2950.60000000,2952.86000000,2950.48000000,2951.95000000,158852.56400000,ETHUSDT
1766938860000,2951.94000000,2952.86000000,2949.01000000,2949.01000000,135117.10700000,ETHUSDT
1766939040000,2949.01000000,2949.35000000,2942.74000000,2943.93000000,320660.17900000,ETHUSDT
1766939220000,2943.93000000,2944.15000000,2940.68000000,2941.31000000,174117.95200000,ETHUSDT
1766939400000,2941.31000000,2942.08000000,2940.29000000,2942.08000000,12839.31900000,ETHUSDT
1766939580000,2942.08000000,2943.23000000,2941.34000000,2943.22000000,43790.96500000,ETHUSDT
1766939760000,2943.22000000,2943.83000000,2942.86000000,2943.80000000,78437.47500000,ETHUSDT
1766939940000,2943.82000000,2944.00000000,2943.23000000,2944.00000000,15723.18100000,ETHUSDT
1766940120000,2943.99000000,2944.00000000,2943.66000000,2944.00000000,281.42600000,ETHUSDT
1766940300000,2943.99000000,2944.02000000,2943.55000000,2943.98000000,14352.78400000,ETHUSDT
1766940480000,2943.99000000,2944.02000000,2943.66000000,2943.71000000,4607.15900000,ETHUSDT
1766940660000,2943.71000000,2943.73000000,2943.57000000,2943.71000000,505.41300000,ETHUSDT
1766940840000,2943.71000000,2943.73000000,2943.29000000,2943.30000000,153.15700000,ETHUSDT
1766941020000,2943.72000000,2943.73000000,2943.30000000,2943.30000000,98.06900000,ETHUSDT
1766941200000,2943.72000000,2943.73000000,2943.30000000,2943.72000000,156.41600000,ETHUSDT
1766941380000,2943.72000000,2943.73000000,2943.72000000,2943.72000000,195.06400000,ETHUSDT
1766941560000,2943.72000000,2944.59000000,2943.30000000,2944.59000000,56000.07800000,ETHUSDT
1766941740000,2944.59000000,2947.11000000,2944.54000000,2947.10000000,195552.22700000,ETHUSDT
1766941920000,2947.10000000,2947.11000000,2946.15000000,2947.03000000,196.46000000,ETHUSDT
1766942100000,2947.10000000,2947.92000000,2947.00000000,2947.92000000,76750.78500000,ETHUSDT
1766942280000,2947.92000000,2949.83000000,2947.92000000,2949.82000000,117882.12900000,ETHUSDT
1766942460000,2949.82000000,2949.83000000,2947.13000000,2948.26000000,13584.14200000,ETHUSDT
1766942640000,2948.26000000,2949.83000000,2948.26000000,2948.27000000,537.04700000,ETHUSDT
1766942820000,2948.27000000,2949.83000000,2948.24000000,2949.00000000,40.66900000,ETHUSDT
1766943000000,2949.82000000,2949.83000000,2946.80000000,2946.80000000,30598.61000000,ETHUSDT
1766943180000,2946.86000000,2947.17000000,2945.96000000,2946.45000000,106451.62500000,ETHUSDT
1766943360000,2946.45000000,2947.42000000,2946.45000000,2947.42000000,51139.93600000,ETHUSDT
1766943540000,2947.42000000,2947.42000000,2947.29000000,2947.41000000,449.37900000,ETHUSDT
1766943720000,2947.41000000,2947.42000000,2947.01000000,2947.40000000,141.46900000,ETHUSDT
1766943900000,2947.40000000,2947.42000000,2946.22000000,2946.36000000,888.16800000,ETHUSDT
1766944080000,2946.43000000,2947.42000000,2945.83000000,2946.41000000,6202.13800000,ETHUSDT
1766944260000,2946.41000000,2947.42000000,2944.39000000,2944.66000000,53398.17900000,ETHUSDT
